Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,HouseStyle,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,LowQualFinSF,Fireplaces,FireplaceQu,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
224,20,RL,70,10500,Reg,NAmes,1Story,1971,1971,864,0,0,0,NA,0,3,2009,WD,Abnorml,97000
225,20,RL,103,13472,Reg,NridgHt,1Story,2003,2003,2392,0,0,1,Ex,0,6,2009,WD,Normal,386250
226,160,RM,21,1680,Reg,BrDale,2Story,1971,1971,630,672,0,0,NA,0,5,2009,COD,Abnorml,112000
227,60,RL,82,9950,IR1,NoRidge,2Story,1995,1995,1214,1306,0,1,TA,0,6,2007,WD,Abnorml,290000
228,160,RM,21,1869,Reg,BrDale,2Story,1970,1970,483,504,0,0,NA,0,9,2008,WD,Normal,106000
229,20,RL,70,8521,Reg,Sawyer,1Story,1967,1967,912,0,0,1,Fa,0,5,2010,WD,Normal,125000
230,120,RL,43,3182,Reg,Blmngtn,1Story,2005,2006,1555,0,0,1,TA,0,5,2009,WD,Normal,192500
231,20,RL,73,8760,Reg,NAmes,1Story,1959,1959,1194,0,0,0,NA,0,4,2010,WD,Normal,148000
232,60,RL,174,15138,IR1,NoRidge,2Story,1995,1996,1490,1304,0,1,TA,0,7,2009,WD,Normal,403000
233,160,RM,21,1680,Reg,BrDale,2Story,1972,1972,483,504,0,1,Po,0,6,2006,WD,Normal,94500
234,20,RL,75,10650,Reg,CollgCr,1Story,1976,1976,894,0,0,0,NA,0,2,2010,WD,Normal,128200
235,60,RL,NA,7851,Reg,Gilbert,2Story,2002,2002,860,1100,0,2,TA,0,5,2010,WD,Normal,216500
236,160,RM,21,1680,Reg,BrDale,2Story,1971,1971,483,504,0,0,NA,0,8,2008,WD,Normal,89500
237,20,RL,65,8773,Reg,CollgCr,1Story,2004,2004,1414,0,0,0,NA,0,5,2010,WD,Normal,185500
238,60,RL,NA,9453,IR1,SawyerW,2Story,1993,2003,1014,730,0,0,NA,0,2,2010,WD,Normal,194500
239,20,RL,93,12030,Reg,NridgHt,1Story,2007,2007,1694,0,0,0,NA,0,12,2007,New,Partial,318000
240,50,RL,52,8741,Reg,Edwards,1.5Fin,1945,1950,798,689,0,1,Gd,0,4,2010,WD,Normal,113000
241,20,FV,75,9000,Reg,Somerst,1Story,2008,2008,1566,0,0,0,NA,0,4,2010,WD,Normal,262500
242,30,RM,40,3880,Reg,OldTown,1Story,1945,1997,866,0,0,0,NA,0,8,2007,WD,Normal,110500
243,50,RM,63,5000,Reg,OldTown,1.5Fin,1900,1950,889,551,0,0,NA,0,4,2006,WD,Normal,79000
244,160,RL,75,10762,Reg,SawyerW,2Story,1980,1980,626,591,0,1,TA,0,4,2009,WD,Normal,120000
245,60,RL,NA,8880,IR1,SawyerW,2Story,1994,2002,1222,888,0,2,Fa,0,5,2010,WD,Normal,205000
246,20,RL,80,10400,Reg,NWAmes,1Story,1988,1988,1872,0,0,1,TA,0,6,2006,WD,Normal,241500
247,190,RM,69,9142,Reg,OldTown,2Story,1910,1950,908,1020,0,0,NA,0,4,2006,WD,Normal,137000
248,20,RL,75,11310,Reg,NAmes,1Story,1954,1954,1375,0,0,1,TA,0,6,2006,WD,Normal,140000
249,60,RL,72,11317,Reg,CollgCr,2Story,2003,2003,840,828,0,0,NA,0,9,2007,WD,Normal,180000
250,50,RL,NA,159000,IR2,ClearCr,1.5Fin,1958,2006,1444,700,0,2,TA,500,6,2007,WD,Normal,277000
251,30,RL,55,5350,IR1,BrkSide,1Story,1940,1966,1306,0,0,0,NA,450,5,2010,WD,Normal,76500
252,120,RM,44,4750,IR1,Crawfor,1Story,2006,2007,1625,0,0,1,Gd,0,12,2007,WD,Family,235000
253,60,RL,65,8366,IR1,SawyerW,2Story,2004,2004,798,842,0,0,NA,0,12,2008,WD,Normal,173000
254,80,RL,85,9350,Reg,NAmes,SLvl,1964,1991,1302,0,0,0,NA,0,10,2007,CWD,Normal,158000
255,20,RL,70,8400,Reg,NAmes,1Story,1957,1957,1314,0,0,0,NA,0,6,2010,WD,Normal,145000
256,60,RL,66,8738,IR1,Gilbert,2Story,1999,1999,1005,1286,0,1,TA,0,2,2006,WD,Normal,230000
257,60,FV,64,8791,IR1,Somerst,2Story,2003,2003,864,864,0,0,NA,0,5,2008,WD,Normal,207500
258,20,RL,68,8814,Reg,CollgCr,1Story,2006,2006,1604,0,0,1,Gd,0,3,2009,WD,Abnorml,220000
259,60,RL,80,12435,Reg,CollgCr,2Story,2001,2001,963,829,0,1,TA,0,5,2008,WD,Normal,231500
260,20,RM,70,12702,Reg,OldTown,1Story,1956,1956,882,0,0,0,NA,0,12,2008,WD,Normal,97000
261,80,RL,120,19296,Reg,NAmes,SLvl,1962,1962,1382,0,0,1,TA,0,5,2009,WD,Normal,176000
262,60,RL,69,9588,IR1,CollgCr,2Story,2007,2007,1482,1092,0,1,Gd,0,11,2007,New,Partial,276000
263,80,RL,88,8471,IR1,Sawyer,SLvl,1977,1995,1212,0,0,1,TA,0,7,2006,WD,Normal,151000
264,50,RM,50,5500,Reg,OldTown,1.5Fin,1929,2001,926,0,390,0,NA,0,4,2010,WD,Normal,130000
265,30,RM,30,5232,IR3,OldTown,1Story,1925,2004,764,0,0,0,NA,0,6,2008,WD,Normal,73000
266,20,RL,78,12090,IR1,NWAmes,1Story,1981,1981,1422,0,0,1,TA,0,6,2008,WD,Normal,175500
267,60,RL,70,11207,IR1,Gilbert,2Story,1997,1997,802,709,0,1,TA,0,6,2006,WD,Normal,185000
268,75,RL,60,8400,Reg,SWISU,2.5Fin,1939,1997,1052,720,420,1,Gd,0,7,2008,WD,Normal,179500
269,30,RM,71,6900,Reg,IDOTRR,1Story,1940,1955,778,0,0,1,Gd,0,2,2008,WD,Normal,120500
270,20,RL,NA,7917,IR1,Edwards,1Story,1976,1976,1113,0,0,1,Fa,0,5,2007,WD,Normal,148000
271,60,FV,84,10728,Reg,Somerst,2Story,2006,2006,1095,844,0,1,Gd,0,8,2006,New,Partial,266000
272,20,RL,73,39104,IR1,ClearCr,1Story,1954,2005,1363,0,0,2,TA,0,4,2008,WD,Normal,241500
273,60,RL,92,11764,IR1,NoRidge,2Story,1999,2007,1164,1106,0,1,Gd,0,4,2010,WD,Normal,290000
274,20,RL,80,9600,Reg,NAmes,1Story,1958,1988,1632,0,0,1,Gd,0,4,2009,WD,Normal,139000
275,20,RL,76,8314,Reg,Mitchel,1Story,1982,1982,816,0,0,0,NA,0,6,2007,WD,Normal,124500
276,50,RL,55,7264,Reg,BrkSide,1.5Fin,1925,2007,952,596,0,0,NA,0,10,2009,WD,Normal,205000
277,20,RL,129,9196,IR1,Mitchel,1Story,2003,2003,1560,0,0,0,NA,0,4,2010,WD,Normal,201000
278,20,RL,140,19138,Reg,Gilbert,1Story,1951,1951,864,0,0,0,NA,0,6,2010,WD,Normal,141000
279,20,RL,107,14450,Reg,NridgHt,1Story,2006,2007,2121,0,0,1,Ex,0,5,2007,New,Partial,415298
280,60,RL,83,10005,Reg,ClearCr,2Story,1977,1977,1156,866,0,1,TA,0,3,2008,WD,Normal,192000
281,60,RL,82,11287,Reg,SawyerW,2Story,1989,1989,1175,807,0,1,TA,0,1,2007,WD,Normal,228500
282,20,FV,60,7200,Reg,Somerst,1Story,2006,2006,1262,0,0,0,NA,0,5,2006,New,Partial,185000
283,120,RL,34,5063,Reg,NridgHt,1Story,2007,2008,1314,0,0,1,Gd,0,4,2009,ConLw,Normal,207500
284,20,RL,74,9612,Reg,Somerst,1Story,2008,2009,1468,0,0,1,Gd,0,12,2009,New,Partial,244600
285,120,RL,50,8012,Reg,SawyerW,1Story,1992,1992,1575,0,0,0,NA,0,7,2007,WD,Normal,179200
286,160,FV,35,4251,IR1,Somerst,2Story,2006,2007,625,625,0,0,NA,0,6,2007,New,Partial,164700
287,50,RL,77,9786,IR1,NAmes,1.5Fin,1962,1981,1085,649,0,1,Gd,0,6,2006,WD,Normal,159000
288,20,RL,NA,8125,IR1,NAmes,1Story,1971,1971,858,0,0,0,NA,0,6,2006,WD,Normal,88000
289,20,RL,NA,9819,IR1,Sawyer,1Story,1967,1967,900,0,0,0,NA,0,2,2010,WD,Normal,122000
290,70,RL,60,8730,Reg,BrkSide,2Story,1915,2003,698,698,0,0,NA,0,7,2007,WD,Normal,153575
291,60,RL,120,15611,Reg,CollgCr,2Story,2006,2006,1079,840,0,1,Gd,0,7,2006,New,Partial,233230
292,190,RL,55,5687,Reg,SWISU,2Story,1912,2000,936,780,0,0,NA,0,3,2008,WD,Normal,135900
293,50,RL,60,11409,Reg,Edwards,1.5Fin,1949,2008,1148,568,0,1,Gd,0,1,2009,WD,Normal,131000
294,60,RL,NA,16659,IR1,NWAmes,2Story,1977,1994,1468,795,0,1,TA,0,3,2006,WD,Normal,235000
295,20,RL,80,9600,Reg,NAmes,1Story,1953,1953,1644,0,0,2,Gd,0,10,2009,WD,Normal,167000
296,80,RL,37,7937,IR1,Mitchel,SLvl,1984,1984,1003,0,0,0,NA,0,3,2006,WD,Normal,142500
297,50,RM,75,13710,Reg,IDOTRR,1.5Fin,1950,1950,910,648,0,0,NA,0,6,2007,WD,Normal,152000
298,60,FV,66,7399,IR1,Somerst,2Story,1997,1998,975,975,0,1,TA,0,6,2007,WD,Normal,239000
299,60,RL,90,11700,Reg,NWAmes,2Story,1968,1968,1041,702,0,1,Gd,0,6,2007,WD,Normal,175000
300,20,RL,80,14000,Reg,Crawfor,1Story,1950,2004,1152,0,0,1,Gd,0,8,2009,WD,Family,158500
301,190,RL,90,15750,Reg,Crawfor,1Story,1953,1953,1336,0,0,2,Gd,0,6,2006,WD,Normal,157000
302,60,RL,66,16226,IR3,CollgCr,2Story,1998,1999,1210,1242,0,1,TA,0,5,2007,WD,Normal,267000
303,20,RL,118,13704,IR1,CollgCr,1Story,2001,2002,1541,0,0,1,TA,0,1,2006,WD,Normal,205000
304,20,RL,70,9800,Reg,CollgCr,1Story,1972,1972,894,0,0,0,NA,0,7,2006,WD,Abnorml,149900
305,75,RM,87,18386,Reg,OldTown,2.5Fin,1880,2002,1675,1818,0,1,Ex,0,5,2008,WD,Normal,295000
306,20,RL,80,10386,Reg,CollgCr,1Story,2004,2005,2000,0,0,0,NA,0,7,2007,WD,Normal,305900
307,60,RL,116,13474,Reg,SawyerW,2Story,1990,1991,1122,1121,0,1,TA,0,6,2007,WD,Normal,225000
308,50,RM,NA,7920,IR1,IDOTRR,1.5Fin,1920,1950,1035,371,0,0,NA,0,3,2008,WD,Normal,89500
309,30,RL,NA,12342,IR1,Edwards,1Story,1940,1950,861,0,0,0,NA,0,3,2009,WD,Normal,82500
310,20,RL,90,12378,IR1,NridgHt,1Story,2003,2004,1944,0,0,3,Ex,0,11,2006,WD,Normal,360000
311,60,RL,NA,7685,IR1,Gilbert,2Story,1993,1994,697,804,0,1,TA,0,5,2006,WD,Normal,165600
312,20,RL,50,8000,Reg,NAmes,1Story,1948,2002,972,0,0,1,Gd,0,5,2009,WD,Normal,132000
313,190,RM,65,7800,Reg,OldTown,1.5Fin,1939,1950,793,325,0,1,Gd,0,5,2006,WD,Normal,119900
314,20,RL,150,215245,IR3,Timber,1Story,1965,1965,2036,0,0,2,Gd,0,6,2009,WD,Normal,375000
315,70,RM,60,9600,Reg,OldTown,2Story,1925,1990,832,809,0,1,Gd,0,8,2006,WD,Normal,178000
316,60,RL,71,7795,IR1,Gilbert,2Story,2004,2005,716,716,0,1,Gd,0,7,2009,WD,Normal,188500
317,60,RL,94,13005,IR1,NWAmes,2Story,1980,1980,1153,1200,0,1,TA,0,8,2009,WD,Normal,260000
318,60,FV,75,9000,Reg,Somerst,2Story,2006,2006,1088,871,0,1,Gd,0,12,2007,WD,Normal,270000
319,60,RL,90,9900,Reg,NoRidge,2Story,1993,1993,1372,1274,0,1,TA,0,4,2009,WD,Normal,260000
320,80,RL,NA,14115,Reg,NWAmes,SLvl,1980,1980,1472,0,0,2,TA,0,6,2009,WD,Normal,187500
321,60,RL,111,16259,Reg,NridgHt,2Story,2006,2006,1249,1347,0,0,NA,0,9,2006,New,Partial,342643
322,60,RL,99,12099,IR1,NridgHt,2Story,2004,2004,1136,1332,0,1,Gd,0,6,2007,WD,Normal,354000
323,60,RL,86,10380,IR1,SawyerW,2Story,1986,1987,1553,1177,0,1,TA,0,8,2007,WD,Normal,301000
324,20,RM,49,5820,Reg,OldTown,1Story,1955,2005,1163,0,0,0,NA,0,7,2006,WD,Normal,126175
325,80,RL,96,11275,Reg,NAmes,SLvl,1967,2007,1898,1080,0,1,Gd,0,6,2010,WD,Normal,242000
326,45,RM,50,5000,Reg,IDOTRR,1.5Unf,1941,1950,803,0,0,0,NA,0,12,2007,WD,Normal,87000
327,120,RL,32,10846,IR1,Veenker,1Story,1993,1993,1719,0,0,2,Gd,0,5,2008,Con,Normal,324000
328,20,RL,80,11600,Reg,NAmes,1Story,1960,1960,1383,0,0,0,NA,0,4,2006,WD,Normal,145250
329,75,RL,NA,11888,IR1,BrkSide,2.5Unf,1916,1994,1445,689,0,0,NA,0,7,2009,WD,Normal,214500
330,70,RM,60,6402,Reg,IDOTRR,2Story,1920,1950,596,596,0,0,NA,0,7,2009,WD,Normal,78000
331,90,RL,NA,10624,IR1,NAmes,1Story,1964,1964,1728,0,0,0,NA,0,11,2007,WD,Normal,119000
332,20,RL,70,8176,Reg,NAmes,1Story,1958,1992,1056,0,0,0,NA,0,8,2007,WD,Normal,139000
333,20,RL,85,10655,IR1,NridgHt,1Story,2003,2004,1629,0,0,1,Gd,0,10,2009,WD,Normal,284000
334,120,RM,59,8198,Reg,NridgHt,1Story,2004,2004,1358,0,0,1,Gd,0,7,2008,WD,Normal,207000
335,60,RL,59,9042,IR1,Gilbert,2Story,1998,1998,943,695,0,2,TA,0,7,2008,WD,Normal,192000
336,190,RL,NA,164660,IR1,Timber,1.5Fin,1965,1965,1619,167,0,2,Gd,700,8,2008,WD,Normal,228950
337,20,RL,86,14157,IR1,StoneBr,1Story,2005,2006,1922,0,0,1,Gd,0,7,2007,WD,Normal,377426
338,20,RL,70,9135,Reg,CollgCr,1Story,2002,2003,1536,0,0,0,NA,0,12,2008,WD,Normal,214000
339,20,RL,91,14145,Reg,NWAmes,1Story,1984,1998,1621,0,0,0,NA,400,5,2006,WD,Normal,202500
340,20,RL,66,12400,IR1,NAmes,1Story,1958,1998,1215,0,0,0,NA,0,6,2009,WD,Normal,155000
341,60,RL,85,14191,Reg,Timber,2Story,2002,2002,993,915,0,0,NA,0,4,2010,WD,Normal,202900
342,20,RH,60,8400,Reg,SawyerW,1Story,1950,1950,841,0,0,0,NA,0,9,2009,WD,Normal,82000
343,90,RL,NA,8544,Reg,NAmes,1Story,1949,1950,1040,0,0,0,NA,0,5,2006,WD,Normal,87500
344,120,RL,63,8849,IR1,NridgHt,1Story,2005,2005,1684,0,0,1,Ex,0,7,2008,WD,Normal,266000
345,160,RM,36,2592,Reg,MeadowV,2Story,1976,1976,536,576,0,0,NA,0,4,2010,WD,Normal,85000
346,50,RL,65,6435,Reg,BrkSide,1.5Fin,1939,1950,972,605,0,1,Gd,0,10,2006,WD,Normal,140200
347,20,RL,NA,12772,IR1,NAmes,1Story,1960,1998,958,0,0,0,NA,15500,4,2007,WD,Normal,151500
348,20,RL,NA,17600,IR1,NAmes,1Story,1960,1960,1478,0,0,2,Gd,0,12,2009,WD,Normal,157500
349,160,RL,36,2448,Reg,NridgHt,2Story,2003,2004,764,862,0,0,NA,0,10,2008,WD,Normal,154000
350,60,RL,56,20431,IR2,NridgHt,2Story,2005,2006,1848,880,0,2,Ex,0,4,2006,New,Partial,437154
351,120,RL,68,7820,IR1,NridgHt,1Story,2007,2007,1869,0,0,1,Gd,0,12,2007,New,Partial,318061
352,120,RL,NA,5271,IR1,ClearCr,1Story,1986,1986,1453,0,0,1,TA,0,12,2006,WD,Abnorml,190000
353,50,RL,60,9084,Reg,Edwards,1.5Fin,1941,1950,616,495,0,0,NA,0,3,2008,ConLw,Normal,95000
354,30,RM,60,8520,Reg,OldTown,1Story,1928,2003,720,0,0,0,NA,0,5,2010,WD,Normal,105900
355,50,RL,60,8400,Reg,SWISU,1.5Fin,1940,2000,1192,403,0,2,Gd,0,6,2006,WD,Normal,140000
356,20,RL,105,11249,IR2,CollgCr,1Story,1995,1995,1200,0,0,0,NA,0,8,2007,WD,Normal,177500
357,20,RL,NA,9248,IR1,Gilbert,1Story,1992,1992,1167,0,0,0,NA,0,7,2009,WD,Normal,173000
358,120,RM,44,4224,Reg,MeadowV,1Story,1976,1976,1142,0,0,1,Po,0,8,2007,WD,Normal,134000
359,80,RL,92,6930,IR1,ClearCr,SLvl,1958,1958,1352,0,0,0,NA,0,7,2006,WD,Abnorml,130000
360,60,RL,78,12011,IR1,NoRidge,2Story,1998,1998,1086,838,0,1,TA,0,6,2006,WD,Normal,280000
361,85,RL,NA,7540,IR1,Mitchel,SFoyer,1978,1978,912,0,0,1,TA,0,6,2007,WD,Normal,156000
362,50,RL,NA,9144,Reg,BrkSide,1.5Fin,1940,1982,988,517,0,0,NA,0,7,2008,WD,Normal,145000
363,85,RL,64,7301,Reg,Edwards,SFoyer,2003,2003,495,1427,0,1,Ex,0,7,2009,ConLD,Normal,198500
364,160,RM,21,1680,Reg,BrDale,2Story,1972,2007,483,504,0,0,NA,0,5,2009,WD,Normal,118000
365,60,RL,NA,18800,IR1,NWAmes,2Story,1976,1976,790,784,0,1,TA,0,7,2006,WD,Normal,190000
366,70,RM,59,10690,Reg,IDOTRR,2Story,1920,1997,672,672,0,0,NA,0,7,2009,WD,Normal,147000
367,20,RL,NA,9500,IR1,NAmes,1Story,1963,1963,1394,0,0,2,Gd,0,7,2009,WD,Normal,159000
368,80,RL,101,9150,IR1,NAmes,SLvl,1962,1962,1431,0,0,1,Gd,0,12,2008,WD,Normal,165000
369,20,RL,78,7800,Reg,NAmes,1Story,1954,1954,1268,0,0,1,Gd,0,3,2010,WD,Normal,132000
370,20,RL,NA,9830,IR1,NAmes,1Story,1959,2006,1287,0,0,1,Gd,0,3,2010,WD,Normal,162000
371,60,RL,NA,8121,IR1,Gilbert,2Story,2000,2000,953,711,0,1,TA,0,1,2006,WD,Normal,172400
372,50,RL,80,17120,Reg,ClearCr,1.5Fin,1959,1959,1120,468,0,1,Gd,0,7,2008,WD,Normal,134432
373,120,RL,50,7175,Reg,SawyerW,1Story,1984,1984,752,0,0,0,NA,0,2,2010,WD,Normal,125000
374,20,RL,79,10634,Reg,NAmes,1Story,1953,1953,1319,0,0,0,NA,0,11,2009,WD,Normal,123000
375,60,RL,65,8200,Reg,CollgCr,2Story,2003,2004,847,1081,0,1,Gd,0,7,2007,WD,Normal,219500
376,30,RL,NA,10020,IR1,Edwards,1Story,1922,1950,904,0,0,0,NA,0,3,2009,WD,Normal,61000
377,85,RL,57,8846,IR1,CollgCr,SFoyer,1996,1996,914,0,0,0,NA,0,7,2006,WD,Normal,148000
378,60,FV,102,11143,IR1,Somerst,2Story,2004,2005,1580,886,0,1,Gd,0,12,2007,WD,Normal,340000
379,20,RL,88,11394,Reg,StoneBr,1Story,2010,2010,1856,0,0,1,Ex,0,6,2010,New,Partial,394432
380,60,RL,60,8123,IR1,Gilbert,2Story,2000,2000,1007,793,0,1,TA,0,6,2009,WD,Normal,179000
381,50,RL,50,5000,Reg,SWISU,1.5Fin,1924,1950,1026,665,0,1,Gd,0,5,2010,WD,Normal,127000
382,20,FV,60,7200,Reg,Somerst,1Story,2006,2006,1301,0,0,1,Gd,0,8,2006,New,Partial,187750
383,60,RL,79,9245,IR1,CollgCr,2Story,2006,2006,939,858,0,0,NA,0,4,2007,WD,Normal,213500
384,45,RH,60,9000,Reg,SawyerW,1.5Unf,1928,1950,784,0,0,0,NA,0,10,2009,WD,Normal,76000
385,60,RL,NA,53107,IR2,ClearCr,2Story,1992,1992,1079,874,0,2,Fa,0,6,2007,WD,Normal,240000
386,120,RL,43,3182,Reg,Blmngtn,1Story,2004,2005,1269,0,0,1,TA,0,4,2010,WD,Normal,192000
387,50,RL,58,8410,Reg,Edwards,1.5Fin,1910,1996,658,526,0,0,NA,0,5,2006,WD,AdjLand,81000
388,80,RL,72,7200,Reg,Edwards,SLvl,1976,1976,1125,0,0,1,Fa,0,10,2009,WD,Abnorml,125000
389,20,RL,93,9382,IR1,CollgCr,1Story,1999,2000,1479,0,0,0,NA,0,7,2008,WD,Normal,191000
390,60,RL,96,12474,Reg,NridgHt,2Story,2007,2008,1742,590,0,1,Ex,0,8,2008,New,Partial,426000
391,50,RL,50,8405,Reg,Edwards,1.5Fin,1900,1950,961,406,0,0,NA,0,4,2008,WD,Normal,119000
392,60,RL,71,12209,IR1,Mitchel,2Story,2001,2002,804,1157,0,1,TA,0,6,2009,WD,Normal,215000
393,20,RL,NA,8339,IR1,NAmes,1Story,1959,1959,882,0,0,0,NA,1200,7,2007,WD,Normal,106500
394,30,RL,NA,7446,Reg,BrkSide,1Story,1941,1950,788,0,0,2,TA,0,4,2006,WD,Abnorml,100000
395,50,RL,60,10134,Reg,OldTown,1.5Fin,1940,1950,735,299,0,0,NA,0,7,2007,WD,Normal,109000
396,20,RL,68,9571,Reg,Edwards,1Story,1956,1956,1144,0,0,0,NA,0,6,2010,WD,Normal,129000
397,20,RL,60,7200,Reg,CollgCr,1Story,1972,1972,894,0,0,0,NA,0,9,2009,WD,Normal,123000
398,60,RL,69,7590,Reg,NAmes,2Story,1962,1962,876,936,0,1,TA,0,7,2007,WD,Normal,169500
399,30,RM,60,8967,Reg,IDOTRR,1Story,1920,1950,1077,0,0,0,NA,0,11,2007,WD,Abnorml,67000
400,60,FV,65,8125,Reg,Somerst,2Story,2006,2007,1112,438,0,0,NA,0,10,2009,WD,Normal,241000
401,120,RL,38,14963,IR2,Veenker,1Story,1996,1996,1288,0,0,2,Gd,0,12,2008,WD,Normal,245500
402,20,RL,65,8767,IR1,CollgCr,1Story,2005,2005,1310,0,0,1,Gd,0,7,2006,New,Partial,164990
403,30,RL,60,10200,Reg,Sawyer,1Story,1940,1997,672,0,0,0,NA,0,8,2008,WD,Normal,108000
404,60,RL,93,12090,Reg,NoRidge,2Story,1998,1998,1165,1098,0,1,TA,0,7,2006,WD,Abnorml,258000
405,60,RL,NA,10364,IR1,Gilbert,2Story,1995,1996,806,766,0,1,TA,0,5,2007,WD,Normal,168000
406,20,RL,NA,9991,IR1,Sawyer,1Story,1976,1993,1620,0,0,1,TA,0,6,2009,WD,Normal,150000
407,50,RL,51,10480,Reg,SWISU,1.5Fin,1936,1950,1166,0,473,0,NA,0,3,2008,WD,Normal,115000
408,70,RL,63,15576,Reg,Crawfor,2Story,1915,1976,840,840,0,0,NA,0,3,2008,WD,Normal,177000
409,60,RL,109,14154,Reg,NridgHt,2Story,2006,2006,1071,1101,0,1,Gd,0,8,2007,New,Partial,280000
410,60,FV,85,10800,Reg,Somerst,2Story,2007,2008,1050,1028,0,1,Gd,0,4,2008,New,Partial,339750
411,20,RL,68,9571,Reg,Edwards,1Story,1958,1958,1276,0,0,0,NA,0,6,2009,COD,Abnorml,60000
412,190,RL,100,34650,Reg,Gilbert,1Story,1955,1955,1056,0,0,0,NA,0,1,2006,WD,Normal,145000
413,20,FV,NA,4403,IR2,Somerst,1Story,2009,2009,1478,0,0,1,Gd,0,6,2010,New,Partial,222000
414,30,RM,56,8960,Reg,OldTown,1Story,1927,1950,1028,0,0,1,Gd,0,3,2010,WD,Normal,115000
415,60,RL,59,11228,IR2,SawyerW,2Story,1993,1993,1080,1017,0,1,TA,0,12,2008,WD,Normal,228000
416,20,RL,73,8899,IR1,Gilbert,1Story,2007,2007,1340,0,0,0,NA,0,8,2007,New,Partial,181134
417,60,RL,74,7844,Reg,Sawyer,2Story,1978,1978,672,728,0,1,TA,0,3,2006,WD,Normal,149500
418,70,RL,86,22420,IR1,Crawfor,2Story,1918,1950,1370,1254,0,1,Gd,0,11,2007,WD,Normal,239000
419,50,RL,60,8160,Reg,Edwards,1.5Fin,1940,1950,756,378,0,0,NA,0,4,2007,WD,AdjLand,126000
420,20,RL,65,8450,Reg,NAmes,1Story,1968,1968,1056,0,0,1,Fa,0,7,2010,WD,Normal,142000
421,90,RM,78,7060,Reg,Mitchel,SFoyer,1997,1998,1344,0,0,0,NA,0,11,2008,WD,Alloca,206300
422,20,RL,NA,16635,IR1,NWAmes,1Story,1977,2000,1602,0,0,1,TA,0,6,2009,WD,Normal,215000
423,20,RL,100,21750,Reg,Mitchel,1Story,1954,1954,988,0,0,0,NA,0,2,2008,WD,Normal,113000
424,60,RL,80,9200,Reg,NoRidge,2Story,1998,1998,1470,1160,0,1,TA,0,6,2008,WD,Normal,315000
425,20,RL,72,9000,Reg,NAmes,1Story,1956,1956,1196,0,0,1,Gd,0,5,2008,WD,Normal,139000
426,60,RM,60,3378,Reg,OldTown,2Story,1946,1992,707,682,0,2,Gd,0,9,2009,WD,Normal,135000
427,80,RL,NA,12800,Reg,SawyerW,SLvl,1989,1989,1644,0,0,1,TA,0,8,2009,WD,Normal,275000
428,20,RL,77,8593,IR1,NAmes,1Story,1957,1957,907,0,0,0,NA,0,7,2008,WD,Normal,109008
429,20,RL,64,6762,Reg,CollgCr,1Story,2007,2007,1208,0,0,0,NA,0,9,2007,New,Partial,195400
430,20,RL,130,11457,IR1,Timber,1Story,1988,1988,1412,0,0,1,TA,0,3,2009,WD,Normal,175000
431,160,RM,21,1680,Reg,BrDale,2Story,1971,1971,483,504,0,0,NA,0,7,2008,COD,Abnorml,85400
432,50,RM,60,5586,IR1,OldTown,1.5Fin,1920,1998,1088,110,0,0,NA,0,9,2008,ConLD,Abnorml,79900
433,160,RM,24,1920,Reg,BrDale,2Story,1971,1971,765,600,0,0,NA,0,8,2007,WD,Normal,122500
434,60,RL,100,10839,IR1,Gilbert,2Story,1997,1998,926,678,0,1,TA,0,7,2008,WD,Normal,181000
435,180,RM,21,1890,Reg,MeadowV,SFoyer,1972,1972,630,0,0,0,NA,0,6,2008,WD,Normal,81000
436,60,RL,43,10667,IR2,CollgCr,2Story,1996,1996,827,834,0,1,TA,0,4,2009,ConLw,Normal,212000
437,50,RM,40,4400,Reg,OldTown,1.5Fin,1920,1950,734,384,0,0,NA,0,10,2006,WD,Normal,116000
438,45,RM,50,6000,Reg,BrkSide,1.5Unf,1926,2004,904,0,0,0,NA,0,1,2009,WD,Normal,119000
439,30,RL,40,4280,Reg,Crawfor,1Story,1913,2002,694,0,0,1,Gd,0,3,2007,WD,Normal,90350
440,50,RL,67,12354,Reg,Edwards,1.5Fin,1920,2000,684,512,0,0,NA,800,8,2009,ConLI,Normal,110000
441,20,RL,105,15431,Reg,NridgHt,1Story,2008,2008,2402,0,0,2,Gd,0,4,2009,WD,Normal,555000
442,90,RL,92,12108,Reg,Edwards,1Story,1955,1955,1440,0,0,0,NA,0,9,2008,WD,Normal,118000
443,50,RM,52,6240,Reg,BrkSide,1.5Fin,1930,1992,1128,445,0,1,Gd,0,6,2008,WD,Normal,162900
444,120,RL,53,3922,Reg,Blmngtn,1Story,2006,2007,1258,0,0,1,Gd,0,6,2007,New,Partial,172500
445,60,RL,70,8750,Reg,CollgCr,2Story,1994,1995,933,975,0,1,TA,0,7,2008,WD,Normal,210000
446,20,RL,73,9855,Reg,Edwards,1Story,1956,1956,1689,0,0,1,Gd,0,11,2009,COD,Normal,127500
447,20,RL,137,16492,IR1,NAmes,1Story,1966,2002,1888,0,0,1,Gd,0,6,2010,WD,Normal,190000
448,60,RL,NA,11214,IR1,Gilbert,2Story,1998,1999,956,930,0,1,TA,0,7,2006,WD,Normal,199900
